source_url,title,content,index,question,answer
https://www.va.gov/disability/how-to-file-claim/evidence-needed/,What documents will I need to support my claim?. disability how to file claim evidence needed,"We require certain documents to support all claims for disability benefits. You’ll need to submit or give us permission to gather these: You’ll need to submit or give us permission to gather these: Your DD214 or other separation documents Your service treatment records Any medical evidence related to your illness or injury (like doctor’s reports, X-rays, and medical test results) Note:You can also choose to submit a lay witness statement (sometimes called a “buddy statement”) to support a VA claim. We’ll review this statement along with the other evidence you submit. Note: Submit a lay or witness statement online to support a claim If your records were destroyed in the 1973 NPRC fire in St. Louis In 1973, a fire at the National Personnel Records Center (NPRC) in St. Louis destroyed records held for Veterans who were discharged from the Army and Air Force during certain periods of time. If your records were destroyed in this fire, you can get help reconstructing them. Find out how to reconstruct your records If you’re a service member filing a claim through the BDD program If you’re filing a claim through the Benefits Delivery at Discharge (BDD) program, you must submit a Separation Health Assessment - Part A Self-Assessment form. If you already filed a claim but didn’t submit this form yet, you can upload the form now. Find out how to upload your completed self-assessment form",53,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/,What should the evidence show to support my disability claim?. disability how to file claim evidence needed,"This depends on the type of claim and on the issue or benefit you’re filing a claim for. Find your claim type here to learn what evidence you’ll need. Notice to Veterans and service members of evidence needed:We’re required by law to tell you what evidence you’ll need to provide to support your disability claim. Notice to Veterans and service members of evidence needed: The information on this page is a summary of evidence requirements (called “section 5103 notice”). You can review the official evidence requirements in VA Form 21-526EZ. Get VA Form 21-526EZ to download Type of claim you’re filing Find out what evidence you’ll need for your claim type: You’ll need to submit evidence of: You’ll need to submit evidence of: A current physical or mental disability from a medical professional,and and An event, injury, or disease that happened during your active-duty service,and and A link between your current disability and the event, injury, or disease that happened during your service. Usually we need medical records or medical opinions from health care providers to support this link. In certain situations, we may conclude that there’s a link between your military service and your disability even if there’s no evidence. This usually applies to: A chronic (long-lasting) illness that appears within a year after discharge,or or An illness caused by contact with contaminants (toxic chemicals) or other hazardous materials,or or An illness caused by your time spent as a POW You’ll need to submit current evidence from a medical professional that shows your disability has gotten worse. You’ll need to submit evidence of: You’ll need to submit evidence of: A current physical or mental disability from a medical professional,and and An event, injury, or disease that happened during your active-duty service,and and A link between your current disability and the event, injury, or disease that happened during your service. Usually, we need medical records or medical opinions from health care providers to support this link. You’ll need to submit evidence of: You’ll need to submit evidence of: The new physical or mental disability from a medical professional,and and A link between the new disability and the disability we’ve already determined is service connected. Usually we need medical records or medical opinions from health care providers to support this link. You’ll need to submit new and relevant evidence that you think will change our decision: New evidenceis information you didn’t submit to us in the past. New evidence Relevant evidenceis information that proves or disproves something in your claim. Relevant evidence We can also help you gather documents from a VA medical center, other federal facility, or your private health care provider. You'll need to provide the name of the facility that treated you and the treatment dates. You’ll need to submit or identify these types of evidence: Medical records that show the diagnosis and severity of your claimed condition,and and Military records that show you meet the service requirements for the presumption If you have qualifying military service for a presumptive condition, you don’t need to prove that your service caused the condition. We automatically assume (or “presume”) that your service caused your condition. Learn more about presumptive conditions based on exposure to toxic materials: Burn pits during Gulf War service Agent Orange during Vietnam Era service Mustard gas or lewisite Contaminated water at Camp Lejeune Ionizing radiation Learn more about different types of presumptive conditions: Certain conditions for former prisoners of war Certain illnesses linked to Gulf War service in Afghanistan Certain illnesses linked to Gulf War service in Southwest Asia Certain other illnesses diagnosed within a year after discharge Learn more about Supplemental Claims Additional evidence for certain issues Find out what evidence you can submit for a claim related to military sexual trauma (MST). Learn about evidence to support an MST claim Find out what additional evidence you’ll need if you’re filing a claim for any of these other issues: You’ll also need to submit one of these forms: You’ll also need to submit one of these forms: A completed Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781)Get VA Form 21-0781 to downloador or If you’re claiming PTSD based on personal assault, a completed Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a)Get VA Form 21-0781a to download Learn more about PTSD claims You’ll need to submit everything listed here: You’ll need to submit everything listed here: Medical evidence that shows a service-connected disability prevents you from getting or keeping substantially gainful employment (work that brings in enough money to earn a livelihood). Odd jobs (marginal employment) don’t count. A completed Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940).Get VA Form 21-8940 to download A completed Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192), completed by your last employer.Get VA Form 21-4192 to download Learn more about Individual Unemployability You’ll need to submit evidence that shows you experienced at least one of these situations at a hospital: You’ll need to submit evidence that shows you experienced at least one of these situations at a hospital: You spent more than 21 days in a VA hospital or other approved hospital for a service-connected disability,or or You were under hospital observation for more than 21 days at our expense for a service-connected disability If you had surgery, you’ll need to submit evidence that shows these descriptions are true: If you had surgery, you’ll need to submit evidence that shows these descriptions are true: Your surgery required a recovery time of at least one month (or the surgery or treatment was for a service-connected disability),and and Your surgery resulted in severe issues for you. This could include surgical wounds that haven’t totally healed, stumps or recent amputations, being unable to move due to being put in splints or casts, being unable to leave your house, or having to use a wheelchair or crutches. If you didn’t have surgery, you’ll need to show that one or more of your major joints was immobilized by a cast. Learn more about temporary 100% disability benefits You’ll need to submit or identify these types of evidence: You’ll need to submit or identify these types of evidence: Medical records that show the diagnosis and severity of your claimed condition,and and Military records that show you meet the service requirements for the presumption If you have qualifying military service for a presumptive condition, you don’t need to prove that your service caused the condition. We automatically assume (or “presume”) that your service caused your condition. Learn more about presumptive conditions based on exposure to toxic materials: Burn pits during Gulf War service Agent Orange during Vietnam Era service Mustard gas or lewisite Contaminated water at Camp Lejeune Ionizing radiation Learn more about different types of presumptive conditions: Certain conditions for former prisoners of war Certain illnesses linked to Gulf War service in Afghanistan Certain illnesses linked to Gulf War service in Southwest Asia Certain other illnesses diagnosed within a year after discharge You’ll need to submit evidence that shows at least one of these led directly to an added disability or to your injury or disease getting worse: You’ll need to submit evidence that shows at least one of these led directly to an added disability or to your injury or disease getting worse: VA carelessness or negligence,or or VA medical or surgical treatment,or or A VA health exam,or or A VA vocational rehabilitation course (under 38 U.S.C. Chapter 31),or or VA compensated work therapy (CWT)(under 38 U.S.C. 1718) Learn more about VA Title 38 U.S.C. 1151 claims You’ll need to submit medical evidence that shows the child became permanently disabled because of a physical or mental disability before their 18th birthday. Additional evidence for certain benefits Find out what additional evidence you’ll need if you’re filing a claim for any of these benefits: You’ll need to submit evidence that shows at least one of these is true: You’ll need to submit evidence that shows at least one of these is true: You need another person to help you perform daily activities, like bathing, feeding, and dressing,or or You have to stay in bed—or spend a large portion of the day in bed—because of illness,or or You’re a patient in a nursing home due to the loss of mental or physical abilities related to a disability,or or You have limited eyesight (even with glasses or contact lenses you have only 5/200 or less in both eyes; or concentric contraction of the visual field to 5 degrees or less) For Housebound benefits, you’ll need to submit evidence that shows these descriptions are true: For Housebound benefits, you’ll need to submit evidence that shows these descriptions are true: You have a single service-connected disability rated at 100% disabling and another service-connected disability rated at 60% or more disabling,or or You spend most of your time in your home because of a permanent disability (a disability that doesn’t go away) You’ll also need to submit one of these forms: You’ll also need to submit one of these forms: An Examination for Housebound Status or Permanent Need for Regular Aid and Attendance (VA Form 21-2680)Get VA Form 21-2680 to downloador or If you’re in a nursing home, a Request for Nursing Home Information in Connection with Claim for Aid and Attendance (VA Form 21-0779)Get VA Form 21-0779 to download Learn more about Aid and Attendance benefits and Housebound allowance You’ll need to submit evidence that shows at least one of these descriptions is true: You’ll need to submit evidence that shows at least one of these descriptions is true: You have loss, or permanent loss of use, of one or both feet,or or You have loss, or permanent loss of use, of one or both hands,or or You have permanent decreased vision in both eyes: 20/200 vision or less in your better eye with glasses, or greater than 20/200 vision but with a visual field defect that has reduced your peripheral vision to 20 degrees or less in your better eye,or or You have a severe burn injury,or or You have amyotrophic lateral sclerosis (ALS),or or You have ankylosis in one or both knees or hips (Note:This qualifies you for an adaptive-equipment grant only) Note: You’ll also need to submit:An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502)Get VA Form 21-4502 to download You’ll also need to submit: Learn more about automobile allowance and adaptive equipment You’ll need to submit both of these: You’ll need to submit both of these: Evidence that shows you’re a Veteran or service member with a qualifying permanent and totally disabling service-connected disabilityFind out if you have a qualifying service-connected disabilityand and An Application in Acquiring Specially Adapted Housing or Special Home Adaptation Grant (VA Form 26-4555)Get VA Form 26-4555 to download Learn more about disability housing grants",54,,
https://www.va.gov/disability/how-to-file-claim/,How to file a VA disability claim. disability how to file claim,Find out how to file a claim for disability compensation or increased disability compensation.,55,,
https://www.va.gov/disability/how-to-file-claim/,How do I prepare before starting my application?. disability how to file claim,"Find out if you’re eligible for VA disability compensation.Learn about eligibility Be sure to fill out your claim completely. Gather any evidence (supporting documents) you’ll submit yourself when you file your VA disability claim. We encourage you to send in all your supporting documents along with your claim. This will help us process your claim quickly.Learn about fully developed claims Find out if you’ll need to turn in any additional forms with your claim.Learn about additional forms you may need to file To learn more about filing a disability claim, you can play our disability claims video. Go to our disability claims video on YouTube",56,,
https://www.va.gov/disability/how-to-file-claim/,What evidence do I need to support my claim?. disability how to file claim,"You can support your VA disability claim by providing these documents: VA medical records and hospital records.These could relate to your claimed illnesses or injuries or they could show that your rated disability has gotten worse. VA medical records and hospital records. Private medical records and hospital reports.These could relate to your claimed illnesses or injuries or they could show that your disability has gotten worse. Private medical records and hospital reports. Supporting statements.These could be from family members, friends, clergy members, law enforcement personnel, or people you served with. These statements could tell us more about your claimed condition and how and when it happened or how it got worse. Supporting statements. Depending on the type of claim you file, you may gather supporting documents yourself, or you can ask for our help to gather evidence. Learn more about the evidence we’ll need for your claim We’ll also review your discharge papers (DD214 or other separation documents) and service treatment records. No. You don’t have to submit any evidence to support your claim. But we may need to schedule a claim exam so we can learn more about your condition. Learn more about VA claim exams (C&P exams) You should also know that you have up to a year from the date we receive your claim to turn in any evidence. If you start your application and need time to gather more supporting documents, you can save your application and come back later to finish it. We’ll recognize the date you started your application as your date of claim as long as you complete it within 365 days. You can file a claim in any of these 5 ways. Option 1: Online You can file a claim online now. File for disability compensation online Option 2: By mail File your claim by mail using an Application for Disability Compensation and Related Compensation Benefits (VA Form 21-526EZ).Get VA Form 21-526EZ to download Print the form, fill it out, and send it to this address: Department of Veterans AffairsClaims Intake CenterPO Box 4444Janesville, WI 53547-4444 Option 3: In person Bring your application to a VA regional office near you. Find a VA regional office near you Option 4: By fax If you’re in the U.S., fax your application to844-531-7818. If you’re outside the U.S., fax your application to248-524-4260. Option 5: With the help of a trained professional You can work with an accredited attorney, claims agent, or Veterans Service Organization (VSO) representative to get help filing a claim for disability compensation. Get help filing a claim If you plan to file for disability compensation using a paper form, you may want to submit an intent to file form first. This can give you the time you need to gather your evidence while avoiding a later potential start date (also called an effective date). When you notify us of your intent to file, you may be able to get retroactive payments (compensation that starts at a point in the past). Note:If you file for disability compensation online, then you don’t need to notify us of your intent to file. This is because your effective date gets set automatically when you start filling out the form online—before you submit it. Note: Find out how to submit an intent to file form Find out what happens after you file You don’t need to do anything while you’re waiting unless we send you a letter asking for more information. If we schedule exams for you, be sure not to miss them. Check your VA claim status How long does it take VA to make a decision? 147.2 days Average number of days to complete disability-related claims in May 2024 Average number of days to complete disability-related claims in May 2024",57,,
https://www.va.gov/disability/upload-supporting-evidence/,Upload evidence to support your disability claim. disability upload supporting evidence,"If you’ve filed a claim for disability compensation, you can continue uploading more evidence for up to one year to support your claim. Evidence may include supporting documents like medical test results, doctor’s reports, and other records. Upload your evidence online now.",58,,
https://www.va.gov/disability/upload-supporting-evidence/,How do I upload evidence online to support my disability claim?. disability upload supporting evidence,"If you’re waiting for a decision on your disability claim, you can upload evidence to support that claim using our claim status tool. Upload evidence using our claim status tool Note:For any other type of document you’d like to submit online to us, please use the QuickSubmit tool through AccessVA. Note: Upload other types of documents through AccessVA",59,,
https://www.va.gov/disability/upload-supporting-evidence/,"If I filed a standard disability claim, when should I upload evidence?. disability upload supporting evidence","Upload your evidence as soon as you can. You can continue uploading documents for up to 1 year from the date we receive your claim. But, if you don’t provide any evidence or give us the information we need to help you get evidence within 30 days, we may make a decision on your claim earlier. If we decide your claim early, you’ll still have the rest of the 1-year period to provide more information or evidence.",60,,
https://www.va.gov/disability/upload-supporting-evidence/,What happens if I upload more evidence after I’ve submitted a fully developed claim?. disability upload supporting evidence,"We’ll remove your disability claim from the Fully Developed Claims program and process it as a standard claim. If we decide your claim earlier than 1 year from the date we received the claim, you’ll still have the rest of the year to provide any additional information or evidence.",61,,
https://www.va.gov/disability/upload-supporting-evidence/,What kinds of documents should I upload to support my disability claim?. disability upload supporting evidence,"Federal and state records You could include copies of federal and state records, such as: You could include copies of federal and state records, such as: Your military medical records Your military personnel records Any Social Security Administration or other federal or state medical treatment records Any treatment or personnel records from your National Guard or Reserve unit that support your claim (if you’ve served in either of these branches) If you don’t have copies of these records, you can ask us to request them for you as part of the claim process. Private medical treatment records If you’ve seen a non-VA health care provider for diagnosis or treatment, you’ll need to upload copies of all medical records that can provide information about the disability you’re claiming. You could include private medical treatment records, such as: You could include private medical treatment records, such as: Doctor’s reports X-rays Medical lab or test results Supporting statements If you’re claiming a disability for an injury or illness that you don’t think we have in your military records, you’ll also want to upload statements that support your claim. These statements should be from people who know about, or who you’ve talked to about, your claimed medical condition and how and when it occurred. You can ask for supporting statements from people like: You can ask for supporting statements from people like: Service members who served with you Your family and friends Clergy members Law enforcement officers Any additional forms needed to support your claim In some cases, you may need to turn in one or more additional forms to support your disability claim. Check if you need to complete any additional forms If you’re a service memberfiling a disability compensation claim through the Benefits Delivery at Discharge (BDD) program, you must submit a Separation Health Assessment - Part A Self-Assessment form. If you already filed a claim but didn’t submit this form yet, you can upload the form now. If you’re a service member Find out how to upload your completed self-assessment form",62,,
https://www.va.gov/disability/upload-supporting-evidence/,Can I upload evidence online to support a decision review or an appeal?. disability upload supporting evidence,Yes. Please use the QuickSubmit tool through AccessVA to upload evidence to support a decision review or an appeal. Upload evidence for a decision review or an appeal through AccessVA,63,,
https://www.va.gov/va-payment-history/,View your VA payment history. va payment history,Find out how to view your VA payment history online.,64,,
https://www.va.gov/va-payment-history/,What VA payment information can I view when I sign in?. va payment history,"If you’re a Veteran, you’ll see a history of your past VA payments for: If you’re a Veteran, you’ll see a history of your past VA payments for: Disability compensation Pension benefits Education benefits If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: Survivors pension benefits Survivors’ and Dependents’Educational Assistance (Chapter 35 benefits)  Dependency and Indemnity Compensation (DIC)",65,,
https://www.va.gov/va-payment-history/,When can I expect my first disability compensation payment?. va payment history,"If your decision notice shows at least a 10% disability rating, you’ll get your first payment within 15 days. If you don’t get a payment within 15 days, please call the Veterans Help Line at800-827-1000(TTY: 711). We’re here Monday through Friday, 8:00 a.m. to 9:00 p.m. ET.",66,,
https://www.va.gov/va-payment-history/,What should I do if I need to change my direct deposit or contact information?. va payment history,"Change your information in either of these ways Change your information online,or or Contact your nearest VA regional benefit office or eligibility office Change your address through your VA.gov profile You can sign in to VA.gov and change your address and other contact information in your VA.gov profile. This will update your information across disability compensation, pension benefits, claims and appeals, Veteran Readiness and Employment (VR&E), and VA health care. Find out how to change your address in your VA.gov profile",67,,
https://www.va.gov/va-payment-history/,Should I contact VA if I have other changes to my information?. va payment history,"Yes. It’s important to update your information with us if you change your marital status, have a baby, adopt a child, or experience any other life change that could affect your rating or payment. If you have a disability rating of 30% or higher,you may be able to add eligible dependents to your VA disability compensation to get a higher payment (also called a “benefit rate”). If you have a disability rating of 30% or higher, Find out how to add eligible dependents If your disability gets worse,you can file a claim for an increase in benefits. If your disability gets worse, File for a VA disability increase",68,,
https://www.va.gov/disability/view-disability-rating/,View your disability ratings. disability view disability rating,"If you have one or more disability ratings, you can view your VA combined disability rating and your individual ratings online. We assign a disability rating based on the severity of your disability.",69,,
https://www.va.gov/disability/view-disability-rating/,Am I eligible to use this tool?. disability view disability rating,You can view your disability ratings online if you got a decision notice from us in the mail confirming your disability rating. Note:This tool doesn’t include ratings for any disability claims that are still in process. You can check the status of pending claims with the claim status tool. Note: Check the status of your claim,70,,
https://www.va.gov/disability/view-disability-rating/,What can I see once I sign in?. disability view disability rating,You’ll see your combined disability rating and a list of your individual disability ratings. You’ll also be able to see which of your individual disability ratings are service-connected. Service-connected disabilities are injuries or illnesses that were caused—or made worse—by your active-duty military service.,71,,
https://www.va.gov/disability/view-disability-rating/,Why do I need to know my disability rating?. disability view disability rating,"It’s important to know your rating, and confirm that we have the right information, because we use it to decide what disability benefits you’ll get.",72,,
https://www.va.gov/disability/view-disability-rating/,What if I have more questions?. disability view disability rating,"If you have questions about your benefits or how to access the tool, you can call us at800-827-1000. We’re here Monday through Friday, 8:00 a.m. to 9:00 p.m. ET.",73,,
https://www.va.gov/disability/how-to-file-claim/additional-forms/,File additional forms for your disability claim. disability how to file claim additional forms,Find out if you’ll need to turn in any additional forms when you file your disability claim.,74,,
https://www.va.gov/disability/how-to-file-claim/additional-forms/,. disability how to file claim additional forms,"’ (Individual Unemployability) When you file a claim for disability compensation, you’ll also need to submit both of these forms: When you file a claim for disability compensation, you’ll also need to submit both of these forms: A Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940) Get VA Form 21-8940 to download and and A Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192) Get VA Form 21-4192 to download Learn more about special claims based on Individual Unemployability If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for increased compensation based on Individual Unemployability when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781) Get VA Form 21-0781 to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a) Get VA Form 21-0781a to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502) Get VA Form 21-4502 to download Learn more about special claims to get an automobile allowance When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Adaptive Equipment—Motor Vehicle (VA Form 10-1394) Get VA Form 10-1394 to download Learn more about special claims to get adaptive equipment for your vehicle When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Annual Clothing Allowance (VA Form 10-8678) Get VA Form 10-8678 to download Learn more about special claims to get a clothing allowance",75,,
https://www.va.gov/disability/after-you-file-claim/,What happens after I file a VA disability claim?. disability after you file claim,"Claim received We’ll let you know when we receive your VA disability claim. If you file your claim online,you’ll get an on-screen message from us after you submit the form. If you file your claim online, If you mail your application,we’ll send you a letter to let you know we have your claim. You should get this letter about 1 week, plus mailing time, after we receive your claim. If you mail your application, Initial review We’ll review your claim. Evidence gathering, review, and decision During this step, we’ll do 3 things: Ask for evidence from you, health care providers, government agencies, or others Review the evidence Make a decision If we need more evidence during the review, your claim may return to this step more than once. Preparation for notification We’ll get your claim decision packet ready to mail. Claim complete We’ll send you a packet by U.S. mail that includes details of the decision on your claim. Please allow 7 to 10 business days for your packet to arrive before contacting a VA call center.",4,What are the steps involved in the VA disability claim process after it has been filed?,"After you file a VA disability claim, the first step is the claim being received, where you will be notified that your claim has been received. The next step is the initial review where your claim will be reviewed. Following this, there is evidence gathering, review, and decision-making process, where evidence is gathered, reviewed, and a decision is made. If more evidence is needed, the claim may return to this step multiple times. Finally, there is the preparation for notification step where the claim decision packet is prepared and then the claim is complete, with a packet being sent to you by U.S. mail with the decision details."
https://www.va.gov/disability/eligibility/special-claims/,Special claims. disability eligibility special claims,Find out if you can get special compensation for service-connected disabilities like the ones listed here. A service-connected disability is an illness or injury caused or made worse by your active-duty service.,35,What is a service-connected disability and how can one determine if they are eligible for special compensation related to this type of disability?,"A service-connected disability is an illness or injury that was either caused or aggravated by active-duty military service. To determine if you are eligible for special compensation related to this type of disability, you need to find out if your specific disability qualifies as service-connected. This usually involves providing medical evidence, such as medical records or doctor's statements, to support your claim. Additionally, the disability must be recognized by the Department of Veterans Affairs as being connected to your military service in order to receive special compensation."
https://www.va.gov/change-direct-deposit/,Change your direct deposit information. change direct deposit,Learn how to change your direct deposit information for your VA benefit payments.,10,How can you change your direct deposit information for your VA benefit payments?,"To change your direct deposit information for your VA benefit payments, you will need to follow specific steps provided by the VA. This typically involves logging into your online account or contacting the VA directly to update your banking information. It is important to ensure that the new direct deposit information is accurate to avoid any delays in receiving your benefit payments."
https://www.va.gov/disability/after-you-file-claim/,The VA claim process after you file your claim. disability after you file claim,Learn about what happens after you file your claim. And find out the average number of days it takes to process a VA disability claim.,0,What is the average number of days it takes to process a VA disability claim after it has been filed?,"The average number of days it takes to process a VA disability claim after it has been filed varies, but typically it can take several months to receive a decision. The VA claim process involves a thorough review of the evidence submitted with the claim, which can include medical records, service records, and any additional documentation. The timeline can also be affected by the complexity of the claim and whether any additional information or examinations are needed."
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What should the evidence show to support my disability claim?. disability how to file claim evidence needed fully developed claims,This depends on the type of claim you’re filing. Check what evidence is needed for different types of claims,45,What evidence is needed to support a disability claim?,"The evidence needed to support a disability claim will vary depending on the type of claim being filed. It is important to fully develop the claim with all necessary documentation to increase the chances of approval. The evidence required may include medical records, doctor's reports, test results, and statements from healthcare providers. It is essential to carefully review the specific requirements for the type of disability claim being filed to ensure all necessary evidence is provided."
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,When should I turn in my evidence?. disability how to file claim evidence needed fully developed claims,"You’ll need to turn in your evidence at the same time as you file your claim. If you’re filing online, upload your medical evidence or supporting documents at the end of the disability compensation form. If you turn in more information or evidence after you submit your fully developed claim, we’ll remove your claim from the FDC program and process it as a standard claim.",47,When do I need to turn in my evidence when filing a disability claim?,"You will need to turn in your evidence at the same time as you file your claim. If you are filing online, you should upload your medical evidence or supporting documents at the end of the disability compensation form. It is important to submit all necessary evidence with your claim to avoid having your claim removed from the FDC program and processed as a standard claim."
https://www.va.gov/va-payment-history/,What VA payment information can I view when I sign in?. va payment history,"If you’re a Veteran, you’ll see a history of your past VA payments for: If you’re a Veteran, you’ll see a history of your past VA payments for: Disability compensation Pension benefits Education benefits If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: Survivors pension benefits Survivors’ and Dependents’Educational Assistance (Chapter 35 benefits)  Dependency and Indemnity Compensation (DIC)",65,What types of VA payment information can I view when I sign in?,"When you sign in, you can view a history of your past VA payments related to disability compensation, pension benefits, and education benefits if you are a Veteran. If you are the survivor of a Veteran or service member, you can see a history of your past VA payments for survivors pension benefits, Survivors’ and Dependents’ Educational Assistance (Chapter 35 benefits), and Dependency and Indemnity Compensation (DIC)."
https://www.va.gov/disability/how-to-file-claim/evidence-needed/,What documents will I need to support my claim?. disability how to file claim evidence needed,"We require certain documents to support all claims for disability benefits. You’ll need to submit or give us permission to gather these: You’ll need to submit or give us permission to gather these: Your DD214 or other separation documents Your service treatment records Any medical evidence related to your illness or injury (like doctor’s reports, X-rays, and medical test results) Note:You can also choose to submit a lay witness statement (sometimes called a “buddy statement”) to support a VA claim. We’ll review this statement along with the other evidence you submit. Note: Submit a lay or witness statement online to support a claim If your records were destroyed in the 1973 NPRC fire in St. Louis In 1973, a fire at the National Personnel Records Center (NPRC) in St. Louis destroyed records held for Veterans who were discharged from the Army and Air Force during certain periods of time. If your records were destroyed in this fire, you can get help reconstructing them. Find out how to reconstruct your records If you’re a service member filing a claim through the BDD program If you’re filing a claim through the Benefits Delivery at Discharge (BDD) program, you must submit a Separation Health Assessment - Part A Self-Assessment form. If you already filed a claim but didn’t submit this form yet, you can upload the form now. Find out how to upload your completed self-assessment form",53,What documents are required to support a claim for disability benefits?,"To support a claim for disability benefits, you will need to submit or give permission to gather certain documents. These documents include your DD214 or other separation documents, service treatment records, any medical evidence related to your illness or injury such as doctor's reports, X-rays, and medical test results. Additionally, you can choose to submit a lay witness statement to support your VA claim, and if your records were destroyed in the 1973 NPRC fire in St. Louis, you can get help reconstructing them. If you are a service member filing a claim through the BDD program, you must submit a Separation Health Assessment - Part A Self-Assessment form."
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Should I submit an intent to file?. disability how to file claim evidence needed fully developed claims,"If you’re not ready to file your claim yet, you may want to submit an intent to file. This sets a potential start date (or effective date) for your benefits, so you may be able to get retroactive payments. These are back payments for the time between when you submitted your intent to file and when we approved your claim. Find out how to submit an intent to file",50,"not enough values to unpack (expected 2, got 1)",N/A
https://www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,Disabilities that appear within 1 year after discharge. disability eligibility illnesses within one year of discharge,"If you have certain chronic (long-lasting) conditions that started within 1 year after your discharge from active military service, you may be eligible for VA disability compensation. Eligible conditions include high blood pressure (hypertension), arthritis, diabetes, or peptic ulcers. Compensation provides tax-free monthly payments. Keep reading to find out if you may be eligible.",28,What chronic conditions that begin within one year of discharge from active military service make a person eligible for VA disability compensation?,"The chronic conditions that make a person eligible for VA disability compensation if they begin within one year of discharge from active military service are high blood pressure (hypertension), arthritis, diabetes, and peptic ulcers. These conditions can qualify individuals for tax-free monthly payments through the VA compensation program. If you have any of these conditions that started within the specified time frame, you may be eligible for this benefit."
https://www.va.gov/va-payment-history/,What should I do if I need to change my direct deposit or contact information?. va payment history,"Change your information in either of these ways Change your information online,or or Contact your nearest VA regional benefit office or eligibility office Change your address through your VA.gov profile You can sign in to VA.gov and change your address and other contact information in your VA.gov profile. This will update your information across disability compensation, pension benefits, claims and appeals, Veteran Readiness and Employment (VR&E), and VA health care. Find out how to change your address in your VA.gov profile",67,How can I change my direct deposit or contact information for VA benefits?,"You can change your direct deposit or contact information for VA benefits by either going online through your VA.gov profile or by contacting your nearest VA regional benefit office or eligibility office. By signing in to your VA.gov profile, you can update your information across disability compensation, pension benefits, claims and appeals, Veteran Readiness and Employment (VR&E), and VA health care. This allows you to easily manage and keep your information up-to-date for various VA benefits."
https://www.va.gov/disability/view-disability-rating/,Am I eligible to use this tool?. disability view disability rating,You can view your disability ratings online if you got a decision notice from us in the mail confirming your disability rating. Note:This tool doesn’t include ratings for any disability claims that are still in process. You can check the status of pending claims with the claim status tool. Note: Check the status of your claim,70,"not enough values to unpack (expected 2, got 1)",N/A
https://www.va.gov/claim-or-appeal-status/,What if I sent a document to VA as evidence and it’s not listed?. claim or appeal status,"This may be because certain documents won’t appear online. We won’t list these types of documents: We won’t list these types of documents: Documents you sent to us by mail or fax,or or Documents you brought to us in person,or or Documents we’ve restricted to protect your or someone else’s privacy",18,Why might a document sent to the VA as evidence not be listed on the claim or appeal status online?,"A document sent to the VA as evidence may not be listed on the claim or appeal status online because certain types of documents are not included in the online listing. These types of documents include those sent by mail or fax, brought in person, or restricted for privacy reasons. Therefore, even if a document was submitted to the VA, it may not show up on the online claim or appeal status due to these limitations."
