,source_url,title,content,index,question,answer
35,https://www.va.gov/disability/eligibility/special-claims/,Special claims. disability eligibility special claims,Find out if you can get special compensation for service-connected disabilities like the ones listed here. A service-connected disability is an illness or injury caused or made worse by your active-duty service.,35,What type of compensation can you potentially receive for service-connected disabilities mentioned in the paragraph?,You can potentially receive special compensation for service-connected disabilities such as illness or injury caused or made worse by your active-duty service. This special compensation is for disabilities that are directly related to your military service and may include additional benefits or financial assistance. It is important to determine if your disability meets the eligibility criteria for special claims in order to receive the compensation you are entitled to.
36,https://www.va.gov/disability/eligibility/special-claims/,Automobile allowance and adaptive equipment. disability eligibility special claims,"Automobile allowance and adaptive equipment If your service-connected disability prevents you from driving, find out if you can get money to help buy a specially equipped vehicle or make needed changes to your existing vehicle. Learn more about special claims to get an automobile allowance and adaptive equipment Birth defects linked to Agent Orange If you were exposed to specific chemicals while serving in Vietnam, Thailand, or the Korean Demilitarized Zone, and your child has spina bifida or other birth defects, your child may be eligible for certain benefits. Learn more about special claims for birth defects linked to Agent Orange Replacing damaged clothing If your clothing’s been damaged by your prosthetic or orthopedic device—or by medicine you’re taking for a skin condition—find out if you can get money to help buy new clothes. Learn more about special claims to replace damaged clothing Recovery from surgery or an immobilizing disability (convalescence) If you’re recovering from surgery or other treatment related to your service-connected disability that’s left you unable to move, find out if you can get temporary disability payments or other benefits. Learn more about special claims based on recovery from surgery or an immobilizing disability Dental care If you’re a Veteran, find out if you can get dental care through VA. Learn more about special claims for dental care Time spent in a hospital If you spent time in a VA or VA-approved hospital for a service-connected disability, find out if you can get benefits like disability payments for that time. Learn more about special claims for time spent in a hospital Being unable to work (Individual Unemployability) If you can’t work because of your service-connected disability, find out if you can get increased disability payments. Learn more about special claims based on Individual Unemployability Title 38 U.S.C. 1151 disabilities If you suffered an added disability while getting VA medical care or taking part in a VA program designed to help you find, get, or keep a job, find out if you can get disability payments. Learn more about special claims based on Title 38 U.S.C. 1151 disabilities Immediate help for temporary disability needs (prestabilization) If you recently ended your active military service and you have a service-connected disability, find out if you can get temporary disability payments or other benefits right away. Learn more about special claims to get immediate help for temporary disability needs",36,What types of special claims can Veterans apply for related to their service-connected disabilities?,"Veterans can apply for special claims related to automobile allowance and adaptive equipment, birth defects linked to Agent Orange, replacing damaged clothing, recovery from surgery or immobilizing disability, dental care, time spent in a hospital, being unable to work (Individual Unemployability), Title 38 U.S.C. 1151 disabilities, and immediate help for temporary disability needs. These claims can help provide financial assistance or benefits for various needs and situations related to the Veteran's service-connected disability."
37,https://www.va.gov/disability/eligibility/,Eligibility for VA disability benefits. disability eligibility,"VA disability compensation provides tax-free monthly payments. If you have a service-connected condition, you may be eligible for compensation. A service-connected condition means an illness or injury that was caused by—or got worse because of—your active military service. Keep reading to find out if you may be eligible.",37,What is the criteria for eligibility for VA disability benefits?,"To be eligible for VA disability benefits, you must have a service-connected condition, which means an illness or injury that was caused by or worsened because of your active military service. If you meet this criteria, you may be eligible for tax-free monthly payments through VA disability compensation. If you are unsure about your eligibility, it is recommended to keep reading or consult with a VA representative for more information."
38,https://www.va.gov/disability/eligibility/,"What should I do if I received an other than honorable, bad conduct, or dishonorable discharge?. disability eligibility","If you’ve received one of these discharge statuses, you may not be eligible for VA disability benefits. There are 2 ways you can try to qualify: There are 2 ways you can try to qualify: Find out how to apply for a discharge upgrade Learn about the VA Character of Discharge review process You can file a claim online now. You can also file by mail, in person, or with the help of a trained professional. File for disability compensation online now Learn about other ways to file a disability compensation claim You may be able to get VA disability benefits for conditions like these: You may be able to get VA disability benefits for conditions like these: Chronic (long-lasting) back pain resulting in a current diagnosed back disability Breathing problems resulting from a current lung condition or lung disease Severe hearing loss Scar tissue Loss of range of motion (problems moving your body) Ulcers Cancers or other conditions caused by contact with toxic chemicals or other dangers You may also be able to get VA disability benefits for conditions like these: You may also be able to get VA disability benefits for conditions like these: Anxiety Depression Mental or physical health conditions related to military sexual trauma (MST)Learn about MST and disability compensation Posttraumatic stress disorder (PTSD) Traumatic brain injury (TBI) Go to our Compensation 101 videos to learn more about how VA disability compensation works: Compensation 101: What is disability compensation? (YouTube) Compensation 101: What is service connection? (YouTube)",38,"not enough values to unpack (expected 2, got 1)",N/A
39,https://www.va.gov/disability/how-to-file-claim/additional-forms/,File additional forms for your disability claim. disability how to file claim additional forms,Find out if you’ll need to turn in any additional forms when you file your disability claim.,39,What should you do in order to file additional forms for your disability claim?,"To file additional forms for your disability claim, you will need to determine if any additional forms are required. This can typically be done by contacting the relevant disability office or visiting their website for more information. Once you have identified the additional forms needed, make sure to fill them out accurately and completely before submitting them along with your initial disability claim. It is important to follow all instructions provided to ensure your claim is processed efficiently."
40,https://www.va.gov/disability/how-to-file-claim/additional-forms/,. disability how to file claim additional forms,"’ (Individual Unemployability) When you file a claim for disability compensation, you’ll also need to submit both of these forms: When you file a claim for disability compensation, you’ll also need to submit both of these forms: A Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940) Get VA Form 21-8940 to download and and A Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192) Get VA Form 21-4192 to download Learn more about special claims based on Individual Unemployability If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for increased compensation based on Individual Unemployability when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781) Get VA Form 21-0781 to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a) Get VA Form 21-0781a to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502) Get VA Form 21-4502 to download Learn more about special claims to get an automobile allowance When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Adaptive Equipment—Motor Vehicle (VA Form 10-1394) Get VA Form 10-1394 to download Learn more about special claims to get adaptive equipment for your vehicle When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Annual Clothing Allowance (VA Form 10-8678) Get VA Form 10-8678 to download Learn more about special claims to get a clothing allowance",40,"What forms are required to be submitted when filing a claim for disability compensation, and where can they be obtained?","When filing a claim for disability compensation, several forms need to be submitted depending on the specific circumstances. These forms include the Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940), Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192), Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781), Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a), Application for Automobile or Other Conveyance and"
41,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Fully Developed Claims program. disability how to file claim evidence needed fully developed claims,"If you want to get a faster decision on your disability benefits claim by submitting evidence along with your claim, use the Fully Developed Claims program. Find out how to submit a fully developed claim. And learn what evidence you’ll need to submit along with your claim.",41,"What is the Fully Developed Claims program for disability benefits, and what evidence is needed to file a claim through this program?","The Fully Developed Claims program is designed to expedite the decision-making process for disability benefits claims by allowing claimants to submit all necessary evidence along with their initial claim. To file a claim through this program, you will need to submit all relevant medical records, test results, and other documentation that support your disability claim. By providing comprehensive evidence upfront, the goal is to reduce the time it takes for the Social Security Administration to make a decision on your claim."
42,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What do I need to do to submit a fully developed claim?. disability how to file claim evidence needed fully developed claims,"Here’s what you’ll need to do for us to consider your claim fully developed: Here’s what you’ll need to do for us to consider your claim fully developed: Submit your completedApplication for Disability Compensation and Related Compensation Benefits (VA Form 21-526EZ),and and Submit all the evidence (supporting documents) you have along with your claim,and and Certify that there’s no more evidence we might need to decide your claim,and and Go to any VA medical exams that we schedule, if we decide these exams are needed to make a decision on your claim",42,What are the steps needed to submit a fully developed claim for disability compensation to the VA?,"To submit a fully developed claim for disability compensation to the VA, you will need to complete the Application for Disability Compensation and Related Compensation Benefits (VA Form 21-526EZ). Additionally, you must submit all the evidence (supporting documents) you have along with your claim, certify that there's no more evidence needed for a decision, and attend any VA medical exams scheduled if deemed necessary for the claim. These steps are crucial in ensuring your claim is fully developed and can be processed efficiently by the VA."
43,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What evidence will I need to submit along with my disability claim?. disability how to file claim evidence needed fully developed claims,"You’ll need to submit this evidence: You’ll need to submit this evidence: All private medical records related to the claimed condition, like reports from your own doctor or X-rays or other test results from a non-VA hospital or other treatment center,and and Any records of medical treatment you’ve received for the claimed condition while serving in the military,and and Any military personnel records you have that relate to the claimed condition,and and Information about any related health records that you don’t have but that we can request on your behalf from a federal facility like a VA medical center or clinic If you think your service records don’t include a description of your disability, you can also submit letters from family members, friends, clergy members, law enforcement personnel, or those you served with that can tell us more about your claimed condition and how and when it happened. If you think your service records don’t include a description of your disability Note:In 1973, a fire at the National Personnel Records Center (NPRC) in St. Louis destroyed records held for Veterans who were discharged from the Army and Air Force during certain periods of time. If your records were destroyed in this fire, you can get help reconstructing them. Note: Find out how to reconstruct your records",43,"not enough values to unpack (expected 2, got 1)",N/A
44,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Are there any risks to using the Fully Developed Claims program?. disability how to file claim evidence needed fully developed claims,"No. Filing a fully developed claim won’t affect the attention we give to your claim or the benefits you’re entitled to receive. If we determine that we need other non-federal records to make a decision on your claim, we’ll simply remove the claim from the Fully Developed Claims program and process it as a standard claim.",44,What are the risks associated with using the Fully Developed Claims program for filing disability claims and what happens if additional evidence is needed for the claim?,"There are no risks to using the Fully Developed Claims program for filing disability claims. Filing a fully developed claim will not impact the attention given to your claim or the benefits you are entitled to receive. If it is determined that additional non-federal records are needed to make a decision on your claim, the claim will be removed from the Fully Developed Claims program and processed as a standard claim."
45,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What should the evidence show to support my disability claim?. disability how to file claim evidence needed fully developed claims,This depends on the type of claim you’re filing. Check what evidence is needed for different types of claims,45,What evidence is needed to support a disability claim and how can I ensure my claim is fully developed?,"The evidence needed to support a disability claim will vary depending on the type of claim being filed. It is important to check what evidence is specifically required for the type of claim you are filing. In general, evidence such as medical records, doctor's notes, test results, and any other documentation that proves the existence and severity of your disability will be necessary. To ensure your claim is fully developed, it is crucial to gather all relevant evidence and submit it with your claim to support your case. Additionally, following the proper procedures for filing a disability claim and providing any additional information requested by the disability claims process will help in having a fully developed"
46,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Can VA help me gather evidence?. disability how to file claim evidence needed fully developed claims,"Yes. We can help you gather evidence for the Fully Developed Claims program in these ways: We’ll request your military service records (with your permission),and and We’ll request relevant Social Security benefits information and medical records that you identify and authorize us to get from a federal facility, like a VA medical center,and and We’ll schedule a health exam for you or get a medical opinion from a health care provider if we decide we need it for your claim Note:Even though we’ll gather federal records (like your DD214 or VA medical records) on your behalf, we encourage you to submit these if you have them to save time in the process. Note:",46,How can the VA help in gathering evidence for a disability claim?,"The VA can help gather evidence for a disability claim through the Fully Developed Claims program. This includes requesting military service records with permission, requesting relevant Social Security benefits information and medical records from federal facilities like VA medical centers, and scheduling a health exam or obtaining a medical opinion if necessary. While the VA can gather federal records on behalf of the individual, it is encouraged to submit these records if available to expedite the process."
47,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,When should I turn in my evidence?. disability how to file claim evidence needed fully developed claims,"You’ll need to turn in your evidence at the same time as you file your claim. If you’re filing online, upload your medical evidence or supporting documents at the end of the disability compensation form. If you turn in more information or evidence after you submit your fully developed claim, we’ll remove your claim from the FDC program and process it as a standard claim.",47,When should evidence be submitted when filing a disability claim?,"Evidence should be submitted at the same time as the disability claim is filed. If filing online, medical evidence or supporting documents should be uploaded at the end of the disability compensation form. It is important to submit all necessary evidence when filing a fully developed claim to avoid having it removed from the FDC program and processed as a standard claim."
48,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,How do I file a fully developed claim?. disability how to file claim evidence needed fully developed claims,"You can file a fully developed claim online, by mail, by fax, in person, or with the help of a trained professional. Find out how to file a fully developed claim for disability compensation",48,How can one file a fully developed claim for disability compensation and what are the different ways this can be done?,"You can file a fully developed claim for disability compensation online, by mail, by fax, in person, or with the help of a trained professional. The key information in the paragraph is the various methods available for filing a fully developed claim. By utilizing one of these methods, individuals can provide the necessary evidence needed for their claim efficiently and effectively."
49,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Should I work with a Veterans Service Organization (VSO) representative to file my claim?. disability how to file claim evidence needed fully developed claims,"You don’t have to, but we encourage you to work with an accredited VSO representative. These trained professionals can help you file your claim and gather the needed medical records and evidence. Get help filing a claim",49,Why should I consider working with a Veterans Service Organization (VSO) representative when filing my disability claim and what assistance can they provide?,"Working with a Veterans Service Organization (VSO) representative when filing your disability claim can be beneficial as these trained professionals can help you gather the necessary medical records and evidence needed to support your claim. They can also assist in fully developing your claim to ensure all relevant information is included. While it is not required to work with a VSO representative, their expertise can help increase the likelihood of a successful claim submission."
50,https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Should I submit an intent to file?. disability how to file claim evidence needed fully developed claims,"If you’re not ready to file your claim yet, you may want to submit an intent to file. This sets a potential start date (or effective date) for your benefits, so you may be able to get retroactive payments. These are back payments for the time between when you submitted your intent to file and when we approved your claim. Find out how to submit an intent to file",50,What is the purpose of submitting an intent to file for disability benefits and what potential benefit does it offer?,"Submitting an intent to file for disability benefits allows you to establish a potential start date for your benefits, enabling you to potentially receive retroactive payments. Retroactive payments are back payments for the time between when you submitted your intent to file and when your claim is approved. This process ensures that you do not miss out on any potential benefits during the claims process."
51,https://www.va.gov/disability/how-to-file-claim/when-to-file/,Types of disability claims and when to file. disability how to file claim when to file,Find out when you can file your first claim for service-connected benefits. And learn what to do if you want to request more benefits or have new evidence to support a claim we denied in the past.,51,What are the two main types of disability claims and when should you file them?,"The two main types of disability claims are the first claim for service-connected benefits and requesting more benefits or providing new evidence for a previously denied claim. For the first claim for service-connected benefits, you should file as soon as you believe you are eligible based on your disability. If you want to request more benefits or have new evidence to support a previously denied claim, you should file as soon as possible after receiving the denial or when you have new evidence to support your claim."
52,https://www.va.gov/disability/how-to-file-claim/evidence-needed/,Evidence needed for your disability claim. disability how to file claim evidence needed,"When you file a disability claim, we review all available evidence (supporting documents) to determine if you’re eligible for benefits. Find out what evidence you’ll need. And learn about your options for gathering documents to support your claim.",52,What does the process of reviewing evidence entail when filing a disability claim?,"When filing a disability claim, the process of reviewing evidence involves examining all available supporting documents to assess eligibility for benefits. This includes analyzing medical records, work history, and any other relevant information to determine the extent of the disability and its impact on the individual's ability to work. By thoroughly reviewing the evidence, the claims examiner can make an informed decision on the disability claim."
53,https://www.va.gov/disability/how-to-file-claim/evidence-needed/,What documents will I need to support my claim?. disability how to file claim evidence needed,"We require certain documents to support all claims for disability benefits. You’ll need to submit or give us permission to gather these: You’ll need to submit or give us permission to gather these: Your DD214 or other separation documents Your service treatment records Any medical evidence related to your illness or injury (like doctor’s reports, X-rays, and medical test results) Note:You can also choose to submit a lay witness statement (sometimes called a “buddy statement”) to support a VA claim. We’ll review this statement along with the other evidence you submit. Note: Submit a lay or witness statement online to support a claim If your records were destroyed in the 1973 NPRC fire in St. Louis In 1973, a fire at the National Personnel Records Center (NPRC) in St. Louis destroyed records held for Veterans who were discharged from the Army and Air Force during certain periods of time. If your records were destroyed in this fire, you can get help reconstructing them. Find out how to reconstruct your records If you’re a service member filing a claim through the BDD program If you’re filing a claim through the Benefits Delivery at Discharge (BDD) program, you must submit a Separation Health Assessment - Part A Self-Assessment form. If you already filed a claim but didn’t submit this form yet, you can upload the form now. Find out how to upload your completed self-assessment form",53,What specific documents will be required to support a claim for disability benefits?,"To support a claim for disability benefits, you will need to submit or give permission for the gathering of several key documents. These include your DD214 or other separation documents, service treatment records, any medical evidence related to your illness or injury like doctor's reports, X-rays, and medical test results. Additionally, you can choose to submit a lay witness statement online to support your VA claim. If your records were destroyed in the 1973 NPRC fire in St. Louis, there are options available to help reconstruct them. Service members filing a claim through the BDD program must also submit a Separation Health Assessment - Part A Self-Assessment form."
54,https://www.va.gov/disability/how-to-file-claim/evidence-needed/,What should the evidence show to support my disability claim?. disability how to file claim evidence needed,"This depends on the type of claim and on the issue or benefit you’re filing a claim for. Find your claim type here to learn what evidence you’ll need. Notice to Veterans and service members of evidence needed:We’re required by law to tell you what evidence you’ll need to provide to support your disability claim. Notice to Veterans and service members of evidence needed: The information on this page is a summary of evidence requirements (called “section 5103 notice”). You can review the official evidence requirements in VA Form 21-526EZ. Get VA Form 21-526EZ to download Type of claim you’re filing Find out what evidence you’ll need for your claim type: You’ll need to submit evidence of: You’ll need to submit evidence of: A current physical or mental disability from a medical professional,and and An event, injury, or disease that happened during your active-duty service,and and A link between your current disability and the event, injury, or disease that happened during your service. Usually we need medical records or medical opinions from health care providers to support this link. In certain situations, we may conclude that there’s a link between your military service and your disability even if there’s no evidence. This usually applies to: A chronic (long-lasting) illness that appears within a year after discharge,or or An illness caused by contact with contaminants (toxic chemicals) or other hazardous materials,or or An illness caused by your time spent as a POW You’ll need to submit current evidence from a medical professional that shows your disability has gotten worse. You’ll need to submit evidence of: You’ll need to submit evidence of: A current physical or mental disability from a medical professional,and and An event, injury, or disease that happened during your active-duty service,and and A link between your current disability and the event, injury, or disease that happened during your service. Usually, we need medical records or medical opinions from health care providers to support this link. You’ll need to submit evidence of: You’ll need to submit evidence of: The new physical or mental disability from a medical professional,and and A link between the new disability and the disability we’ve already determined is service connected. Usually we need medical records or medical opinions from health care providers to support this link. You’ll need to submit new and relevant evidence that you think will change our decision: New evidenceis information you didn’t submit to us in the past. New evidence Relevant evidenceis information that proves or disproves something in your claim. Relevant evidence We can also help you gather documents from a VA medical center, other federal facility, or your private health care provider. You'll need to provide the name of the facility that treated you and the treatment dates. You’ll need to submit or identify these types of evidence: Medical records that show the diagnosis and severity of your claimed condition,and and Military records that show you meet the service requirements for the presumption If you have qualifying military service for a presumptive condition, you don’t need to prove that your service caused the condition. We automatically assume (or “presume”) that your service caused your condition. Learn more about presumptive conditions based on exposure to toxic materials: Burn pits during Gulf War service Agent Orange during Vietnam Era service Mustard gas or lewisite Contaminated water at Camp Lejeune Ionizing radiation Learn more about different types of presumptive conditions: Certain conditions for former prisoners of war Certain illnesses linked to Gulf War service in Afghanistan Certain illnesses linked to Gulf War service in Southwest Asia Certain other illnesses diagnosed within a year after discharge Learn more about Supplemental Claims Additional evidence for certain issues Find out what evidence you can submit for a claim related to military sexual trauma (MST). Learn about evidence to support an MST claim Find out what additional evidence you’ll need if you’re filing a claim for any of these other issues: You’ll also need to submit one of these forms: You’ll also need to submit one of these forms: A completed Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781)Get VA Form 21-0781 to downloador or If you’re claiming PTSD based on personal assault, a completed Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a)Get VA Form 21-0781a to download Learn more about PTSD claims You’ll need to submit everything listed here: You’ll need to submit everything listed here: Medical evidence that shows a service-connected disability prevents you from getting or keeping substantially gainful employment (work that brings in enough money to earn a livelihood). Odd jobs (marginal employment) don’t count. A completed Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940).Get VA Form 21-8940 to download A completed Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192), completed by your last employer.Get VA Form 21-4192 to download Learn more about Individual Unemployability You’ll need to submit evidence that shows you experienced at least one of these situations at a hospital: You’ll need to submit evidence that shows you experienced at least one of these situations at a hospital: You spent more than 21 days in a VA hospital or other approved hospital for a service-connected disability,or or You were under hospital observation for more than 21 days at our expense for a service-connected disability If you had surgery, you’ll need to submit evidence that shows these descriptions are true: If you had surgery, you’ll need to submit evidence that shows these descriptions are true: Your surgery required a recovery time of at least one month (or the surgery or treatment was for a service-connected disability),and and Your surgery resulted in severe issues for you. This could include surgical wounds that haven’t totally healed, stumps or recent amputations, being unable to move due to being put in splints or casts, being unable to leave your house, or having to use a wheelchair or crutches. If you didn’t have surgery, you’ll need to show that one or more of your major joints was immobilized by a cast. Learn more about temporary 100% disability benefits You’ll need to submit or identify these types of evidence: You’ll need to submit or identify these types of evidence: Medical records that show the diagnosis and severity of your claimed condition,and and Military records that show you meet the service requirements for the presumption If you have qualifying military service for a presumptive condition, you don’t need to prove that your service caused the condition. We automatically assume (or “presume”) that your service caused your condition. Learn more about presumptive conditions based on exposure to toxic materials: Burn pits during Gulf War service Agent Orange during Vietnam Era service Mustard gas or lewisite Contaminated water at Camp Lejeune Ionizing radiation Learn more about different types of presumptive conditions: Certain conditions for former prisoners of war Certain illnesses linked to Gulf War service in Afghanistan Certain illnesses linked to Gulf War service in Southwest Asia Certain other illnesses diagnosed within a year after discharge You’ll need to submit evidence that shows at least one of these led directly to an added disability or to your injury or disease getting worse: You’ll need to submit evidence that shows at least one of these led directly to an added disability or to your injury or disease getting worse: VA carelessness or negligence,or or VA medical or surgical treatment,or or A VA health exam,or or A VA vocational rehabilitation course (under 38 U.S.C. Chapter 31),or or VA compensated work therapy (CWT)(under 38 U.S.C. 1718) Learn more about VA Title 38 U.S.C. 1151 claims You’ll need to submit medical evidence that shows the child became permanently disabled because of a physical or mental disability before their 18th birthday. Additional evidence for certain benefits Find out what additional evidence you’ll need if you’re filing a claim for any of these benefits: You’ll need to submit evidence that shows at least one of these is true: You’ll need to submit evidence that shows at least one of these is true: You need another person to help you perform daily activities, like bathing, feeding, and dressing,or or You have to stay in bed—or spend a large portion of the day in bed—because of illness,or or You’re a patient in a nursing home due to the loss of mental or physical abilities related to a disability,or or You have limited eyesight (even with glasses or contact lenses you have only 5/200 or less in both eyes; or concentric contraction of the visual field to 5 degrees or less) For Housebound benefits, you’ll need to submit evidence that shows these descriptions are true: For Housebound benefits, you’ll need to submit evidence that shows these descriptions are true: You have a single service-connected disability rated at 100% disabling and another service-connected disability rated at 60% or more disabling,or or You spend most of your time in your home because of a permanent disability (a disability that doesn’t go away) You’ll also need to submit one of these forms: You’ll also need to submit one of these forms: An Examination for Housebound Status or Permanent Need for Regular Aid and Attendance (VA Form 21-2680)Get VA Form 21-2680 to downloador or If you’re in a nursing home, a Request for Nursing Home Information in Connection with Claim for Aid and Attendance (VA Form 21-0779)Get VA Form 21-0779 to download Learn more about Aid and Attendance benefits and Housebound allowance You’ll need to submit evidence that shows at least one of these descriptions is true: You’ll need to submit evidence that shows at least one of these descriptions is true: You have loss, or permanent loss of use, of one or both feet,or or You have loss, or permanent loss of use, of one or both hands,or or You have permanent decreased vision in both eyes: 20/200 vision or less in your better eye with glasses, or greater than 20/200 vision but with a visual field defect that has reduced your peripheral vision to 20 degrees or less in your better eye,or or You have a severe burn injury,or or You have amyotrophic lateral sclerosis (ALS),or or You have ankylosis in one or both knees or hips (Note:This qualifies you for an adaptive-equipment grant only) Note: You’ll also need to submit:An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502)Get VA Form 21-4502 to download You’ll also need to submit: Learn more about automobile allowance and adaptive equipment You’ll need to submit both of these: You’ll need to submit both of these: Evidence that shows you’re a Veteran or service member with a qualifying permanent and totally disabling service-connected disabilityFind out if you have a qualifying service-connected disabilityand and An Application in Acquiring Specially Adapted Housing or Special Home Adaptation Grant (VA Form 26-4555)Get VA Form 26-4555 to download Learn more about disability housing grants",54,What type of evidence is needed to support a disability claim?,"To support a disability claim, you will need to submit evidence of a current physical or mental disability from a medical professional, evidence of an event, injury, or disease that happened during your active-duty service, and evidence of a link between your current disability and the event, injury, or disease that happened during your service. This usually requires medical records or medical opinions from health care providers to support the link. In certain situations, the link between your military service and your disability may be concluded even without evidence, such as with certain chronic illnesses appearing within a year after discharge or illnesses caused by contact with contaminants."
55,https://www.va.gov/disability/how-to-file-claim/,How to file a VA disability claim. disability how to file claim,Find out how to file a claim for disability compensation or increased disability compensation.,55,What is the process for filing a VA disability claim or for increasing disability compensation?,"To file a VA disability claim, individuals must first gather all necessary supporting documentation, such as medical records and service treatment records. They can then submit a claim online through the VA's eBenefits portal, by mail, or in person at a regional VA office. The VA will review the claim and supporting evidence to determine eligibility for disability compensation or an increase in compensation. It is important for individuals to provide as much information and evidence as possible to support their claim for the best chance of approval."
56,https://www.va.gov/disability/how-to-file-claim/,How do I prepare before starting my application?. disability how to file claim,"Find out if you’re eligible for VA disability compensation.Learn about eligibility Be sure to fill out your claim completely. Gather any evidence (supporting documents) you’ll submit yourself when you file your VA disability claim. We encourage you to send in all your supporting documents along with your claim. This will help us process your claim quickly.Learn about fully developed claims Find out if you’ll need to turn in any additional forms with your claim.Learn about additional forms you may need to file To learn more about filing a disability claim, you can play our disability claims video. Go to our disability claims video on YouTube",56,What steps should you take to prepare before starting your application for VA disability compensation?,"Before starting your application for VA disability compensation, you should first find out if you are eligible for it. You should also make sure to fill out your claim completely and gather any evidence or supporting documents that you will need to submit along with your claim. It is encouraged to send in all your supporting documents with your claim to help speed up the processing time. Additionally, you should learn about fully developed claims and find out if there are any additional forms you need to submit with your claim."
